"sp00n","n4m3","t41l","w31ght","c0l0r","ag3","l3ngth","g3nd3r","g00d"
8,"Joey",11,3,"brown",0,54,"male",1
12,"Margaret",11,2,"black",0,54,"female",0
7,"Orville",11,3,"purple",4,40,"male",1
11,"John",10,5,"purple",4,47,"male",1
10,"Donald",10,2,"red",2,50,"male",0
10,"Nicholas",11,4,"purple",7,50,"male",1
10,"Phillip",11,2,"brown",5,54,"male",0
9,"Sandra",10,3,"red",0,46,"female",1
7,"James",10,4,"purple",4,44,"male",1
12,"Henry",11,2,"red",1,46,"male",0
10,"Bobbi",10,2,"brown",3,40,"female",0
9,"Johnnie",8,5,"purple",3,47,"female",1
11,"Walter",11,2,"red",7,51,"male",0
10,"Nick",10,2,"brown",7,54,"male",0
13,"Alexandria",11,2,"black",1,44,"female",0
10,"Leslie",10,2,"brown",5,49,"female",0
11,"Dexter",11,3,"white",2,43,"male",1
11,"Billie",10,2,"brown",7,49,"female",0
10,"David",8,5,"blue",2,51,"male",1
10,"Lisa",10,2,"black",6,40,"female",0
11,"Roy",11,4,"blue",1,49,"male",1
11,"Roman",10,2,"red",3,46,"male",0
11,"Natalie",11,4,"white",5,46,"female",1
14,"Michael",11,2,"brown",7,46,"male",0
10,"Joshua",11,2,"brown",5,44,"male",0
13,"Effie",10,2,"brown",6,46,"female",0
14,"Mary",10,2,"black",1,40,"female",0
11,"Robert",11,2,"black",0,46,"male",0
13,"Fred",11,2,"red",4,53,"male",0
13,"Kenny",10,2,"red",6,40,"male",0
10,"Arturo",11,4,"purple",0,53,"male",1
11,"David",8,3,"green",4,53,"male",1
9,"Jo",11,3,"brown",5,49,"female",1
7,"Jenee",10,5,"blue",2,47,"female",1
9,"Roslyn",8,5,"green",3,40,"female",1
14,"Alice",11,2,"black",5,46,"female",0
11,"Missy",11,5,"white",2,47,"female",1
8,"Patricia",8,3,"purple",4,40,"female",1
12,"Douglas",10,2,"red",2,51,"male",0
11,"Andrew",10,2,"black",5,51,"male",0
11,"Robert",11,4,"blue",5,42,"male",1
8,"Cindy",10,5,"green",2,43,"female",1
14,"Roger",10,2,"brown",0,52,"male",0
11,"Ann",11,2,"red",2,52,"female",0
10,"Robert",11,2,"red",0,48,"male",0
11,"Edna",11,3,"white",2,44,"female",1
11,"Mary",10,3,"white",4,51,"female",1
12,"Cristina",10,2,"black",3,42,"female",0
13,"Brenda",11,2,"brown",1,52,"female",0
13,"Andrea",10,2,"brown",5,43,"female",0
8,"Ethan",10,3,"green",3,54,"male",1
8,"Keith",11,5,"green",1,44,"male",1
14,"Carol",10,2,"brown",1,51,"female",0
13,"Deb",10,2,"black",3,40,"female",0
8,"Alex",11,4,"white",2,51,"male",1
10,"Adam",11,2,"red",0,53,"male",0
14,"Beverly",11,2,"black",7,50,"female",0
10,"Michael",11,3,"brown",1,44,"male",1
9,"Fernanda",8,5,"white",2,54,"female",1
14,"Joseph",11,2,"brown",4,41,"male",0
7,"Dani",11,5,"brown",0,43,"female",1
8,"Dennis",10,4,"white",7,53,"male",1
7,"Anna",9,3,"purple",6,43,"female",1
11,"Darlene",11,5,"green",0,48,"female",1
8,"Barbara",10,3,"white",5,53,"female",1
10,"Linda",10,2,"brown",0,52,"female",0
7,"Marcia",11,5,"red",4,47,"female",1
8,"Kendal",9,4,"white",4,49,"female",1
9,"Gary",9,5,"grey",4,48,"male",1
11,"George",8,3,"white",6,49,"male",1
8,"Richard",8,4,"green",5,48,"male",1
11,"Percy",10,2,"brown",6,46,"male",0
10,"David",11,2,"red",1,51,"male",0
9,"Jason",10,5,"red",3,46,"male",1
11,"Thomas",10,5,"blue",4,40,"male",1
14,"Theodore",11,2,"red",6,42,"male",0
10,"Carol",11,2,"brown",3,53,"female",0
7,"Jay",9,5,"blue",4,54,"male",1
13,"Michael",11,2,"black",6,41,"male",0
10,"Rick",11,2,"black",6,43,"male",0
10,"Andrea",10,2,"brown",0,45,"female",0
10,"Jessica",8,5,"blue",4,54,"female",1
10,"Ashley",8,4,"purple",5,49,"female",1
7,"Terry",10,4,"brown",2,48,"male",1
11,"Anna",11,4,"purple",5,43,"female",1
11,"Hilda",11,4,"grey",4,41,"female",1
11,"James",10,2,"brown",1,42,"male",0
13,"Mary",10,2,"black",1,40,"female",0
10,"Rebecca",11,2,"red",4,50,"female",0
14,"Sean",10,2,"black",3,46,"male",0
8,"Rebecca",10,4,"grey",7,54,"female",1
10,"Marian",11,2,"red",2,53,"female",0
10,"James",8,4,"red",4,48,"male",1
10,"Irene",11,5,"white",5,40,"female",1
7,"Christopher",11,3,"brown",5,52,"male",1
8,"Mildred",10,4,"brown",3,48,"female",1
7,"Nicole",9,3,"green",6,45,"female",1
11,"Megan",9,5,"red",5,45,"female",1
11,"Jarrod",10,2,"black",7,52,"male",0
8,"Cindy",8,5,"red",7,40,"female",1
9,"Benita",8,3,"brown",7,45,"female",1
7,"Stephen",9,4,"brown",3,41,"male",1
9,"Todd",8,3,"red",4,44,"male",1
11,"Donald",11,5,"grey",2,47,"male",1
12,"Jeanne",11,2,"black",3,46,"female",0
10,"Theresa",8,3,"white",4,49,"female",1
11,"Debra",8,4,"grey",3,54,"female",1
11,"Jermaine",10,2,"brown",3,44,"male",0
14,"Julia",10,2,"black",1,45,"female",0
11,"Michael",8,3,"green",6,52,"male",1
10,"Althea",10,2,"red",0,43,"female",0
12,"Elvira",11,2,"brown",7,48,"female",0
8,"Pamela",8,3,"green",3,50,"female",1
12,"Joseph",10,2,"red",7,40,"male",0
7,"George",8,3,"red",6,40,"male",1
8,"Michael",8,5,"white",7,42,"male",1
13,"Richard",10,2,"black",0,54,"male",0
10,"Billy",10,2,"black",7,46,"male",0
8,"Martin",11,5,"white",2,51,"male",1
11,"Cedric",9,5,"grey",3,50,"male",1
13,"Jose",11,2,"black",2,51,"male",0
8,"Donald",8,5,"blue",5,52,"male",1
10,"Jerry",11,4,"green",0,43,"male",1
9,"Gary",10,3,"red",5,51,"male",1
10,"Sharon",11,2,"red",6,46,"female",0
14,"Theresa",10,2,"red",5,50,"female",0
10,"Jonathan",11,5,"brown",6,50,"male",1
9,"Charles",10,3,"purple",2,53,"male",1
13,"Bernard",10,2,"red",1,53,"male",0
8,"Geraldine",9,5,"blue",6,51,"female",1
10,"Nina",10,2,"red",7,50,"female",0
12,"June",10,2,"black",4,42,"female",0
9,"Larry",10,3,"green",5,46,"male",1
9,"David",8,3,"grey",5,44,"male",1
13,"Geoffrey",10,2,"black",3,52,"male",0
7,"Evelyn",10,3,"blue",2,43,"female",1
13,"Nancy",11,2,"black",7,52,"female",0
10,"Haley",10,2,"black",0,49,"female",0
8,"Nikita",10,5,"brown",4,41,"female",1
11,"Barbara",11,2,"brown",2,52,"female",0
11,"Inez",10,2,"black",1,44,"female",0
13,"Janine",10,2,"black",5,46,"female",0
12,"Ruth",11,2,"black",3,49,"female",0
11,"Christopher",8,5,"green",4,41,"male",1
10,"Gregory",11,2,"red",3,45,"male",0
9,"Norma",8,5,"blue",7,47,"female",1
8,"William",8,3,"brown",2,48,"male",1
11,"Sean",9,3,"green",2,43,"male",1
7,"Marilyn",10,3,"grey",0,53,"female",1
11,"Hazel",11,3,"brown",4,53,"female",1
11,"Marion",11,2,"black",0,45,"female",0
8,"Floyd",8,3,"red",0,51,"male",1
11,"Jane",11,5,"grey",5,51,"female",1
7,"Maria",9,5,"purple",5,40,"female",1
13,"Vivian",11,2,"red",6,50,"female",0
14,"Robert",11,2,"brown",4,52,"male",0
14,"Maurice",10,2,"brown",3,42,"male",0
10,"David",11,2,"brown",2,42,"male",0
12,"Russell",11,2,"black",0,40,"male",0
10,"Nora",11,2,"brown",1,52,"female",0
11,"Jose",10,2,"red",6,44,"male",0
7,"Diana",10,5,"grey",7,41,"female",1
13,"David",11,2,"black",3,50,"male",0
13,"Kimberly",11,2,"black",6,44,"female",0
14,"Russell",10,2,"red",5,43,"male",0
14,"Theodore",11,2,"red",4,50,"male",0
7,"Roberta",8,4,"blue",1,48,"female",1
9,"Kayleen",9,4,"white",2,50,"female",1
13,"Christina",11,2,"brown",4,53,"female",0
14,"Elton",11,2,"red",5,44,"male",0
11,"Leslie",8,4,"white",4,47,"female",1
11,"David",10,5,"white",7,41,"male",1
11,"Dorothy",9,5,"red",3,48,"female",1
8,"Nancy",11,3,"brown",1,53,"female",1
11,"Vicki",11,5,"purple",1,52,"female",1
10,"Ruthie",10,2,"red",5,51,"female",0
11,"James",10,5,"green",4,53,"male",1
12,"Robert",10,2,"black",6,45,"male",0
7,"Lester",10,5,"brown",7,47,"male",1
11,"Margaret",11,5,"white",1,50,"female",1
12,"Sonia",11,2,"black",2,54,"female",0
14,"Jesus",10,2,"red",4,49,"male",0
11,"Hector",11,2,"black",3,50,"male",0
10,"Lisa",8,3,"green",1,42,"female",1
11,"Mary",11,2,"red",0,51,"female",0
7,"Barbara",11,3,"grey",1,51,"female",1
8,"Joseph",8,4,"green",5,53,"male",1
12,"Miriam",10,2,"black",2,44,"female",0
14,"Arlene",10,2,"black",6,53,"female",0
13,"Ashley",11,2,"black",4,52,"female",0
9,"Arnold",11,3,"red",5,42,"male",1
14,"Daniel",11,2,"black",6,46,"male",0
9,"Ruben",10,4,"white",5,54,"male",1
14,"Nancy",10,2,"black",0,46,"female",0
7,"Svetlana",11,5,"white",0,40,"female",1
8,"Marylyn",8,4,"brown",0,42,"female",1
14,"Elizabeth",10,2,"red",6,53,"female",0
11,"Raymond",8,4,"grey",5,46,"male",1
11,"Marva",11,2,"brown",5,52,"female",0
14,"Dorothea",10,2,"brown",0,46,"female",0
14,"Craig",11,2,"red",3,53,"male",0
10,"Patrick",11,2,"red",1,48,"male",0
12,"Steven",10,2,"black",0,43,"male",0
11,"Steve",10,4,"green",7,53,"male",1
11,"Jennifer",11,4,"purple",1,41,"female",1
10,"Hazel",11,2,"brown",1,42,"female",0
9,"Frederick",8,5,"red",7,40,"male",1
10,"Karen",11,2,"brown",6,43,"female",0
12,"Willie",10,2,"brown",5,48,"female",0
13,"Aaron",11,2,"red",1,48,"male",0
13,"David",10,2,"red",2,49,"male",0
13,"Richard",10,2,"red",1,50,"male",0
14,"Beverly",10,2,"black",3,43,"female",0
8,"Christina",8,3,"grey",7,44,"female",1
12,"Theodore",11,2,"red",1,48,"male",0
10,"Earl",10,2,"black",2,41,"male",0
11,"Louisa",11,3,"purple",1,40,"female",1
10,"Irish",10,5,"white",6,53,"female",1
11,"David",11,5,"brown",1,43,"male",1
7,"Melissa",11,5,"blue",3,51,"female",1
7,"Jorge",9,4,"green",1,42,"male",1
14,"Judy",11,2,"black",7,40,"female",0
8,"Joan",10,5,"purple",5,48,"female",1
12,"Martha",11,2,"black",3,49,"female",0
11,"Joseph",10,2,"black",1,49,"male",0
14,"Helen",11,2,"black",5,53,"female",0
11,"Christopher",11,3,"green",5,48,"male",1
8,"Barbara",9,3,"blue",3,42,"female",1
13,"Beth",10,2,"red",6,54,"female",0
12,"Chasity",11,2,"black",0,40,"female",0
13,"Grace",11,2,"red",5,43,"female",0
10,"Jason",10,2,"black",4,40,"male",0
10,"Steven",8,3,"grey",3,45,"male",1
9,"Barbie",9,4,"green",5,47,"female",1
11,"Seymour",11,5,"brown",7,49,"male",1
10,"Wallace",9,3,"grey",5,48,"male",1
14,"John",11,2,"brown",2,40,"male",0
11,"Greg",9,3,"blue",5,42,"male",1
12,"Daniel",11,2,"black",5,51,"male",0
10,"Beatrice",9,4,"grey",6,50,"female",1
10,"Steven",10,2,"black",0,52,"male",0
13,"Tina",10,2,"black",0,50,"female",0
12,"Wayne",11,2,"brown",1,49,"male",0
10,"Paul",11,4,"purple",1,43,"male",1
7,"Sarah",10,4,"green",3,46,"female",1
11,"Ann",8,5,"white",3,40,"female",1
11,"Kenneth",8,3,"green",7,48,"male",1
7,"Patrick",11,5,"red",5,51,"male",1
14,"Liliana",11,2,"red",6,49,"female",0
9,"Christie",11,3,"brown",4,40,"female",1
12,"Emmitt",10,2,"red",5,46,"male",0
12,"Joann",10,2,"red",1,49,"female",0
9,"John",10,4,"brown",6,45,"male",1
13,"Twyla",11,2,"red",0,45,"female",0
13,"Ilene",10,2,"brown",6,50,"female",0
13,"Pamela",11,2,"red",0,41,"female",0
10,"Barbara",11,3,"blue",5,49,"female",1
8,"Irene",9,3,"red",2,42,"female",1
7,"Cheryl",9,4,"white",7,41,"female",1
10,"Desiree",8,5,"grey",7,50,"female",1
10,"Marlyn",8,3,"red",4,40,"female",1
9,"Luz",9,3,"brown",0,50,"female",1
7,"Cynthia",10,4,"brown",3,41,"female",1
11,"Toshiko",10,2,"black",3,45,"female",0
13,"Sadie",10,2,"black",3,54,"female",0
11,"Lawrence",11,2,"black",3,54,"male",0
7,"Kimberley",8,4,"red",0,43,"female",1
13,"Keith",10,2,"black",6,52,"male",0
10,"Andrew",8,4,"red",7,54,"male",1
9,"Rosa",10,5,"grey",3,47,"female",1
11,"Faye",10,2,"black",4,41,"female",0
11,"Timothy",11,2,"black",3,52,"male",0
11,"James",11,2,"black",2,53,"male",0
9,"Opal",9,4,"blue",0,45,"female",1
10,"Jolyn",11,2,"black",0,45,"female",0
7,"Darcy",11,4,"green",1,47,"female",1
9,"Alice",8,3,"brown",6,40,"female",1
9,"Jennifer",10,5,"red",3,48,"female",1
8,"Carmelo",8,3,"green",0,43,"male",1
9,"Mark",9,4,"green",7,40,"male",1
12,"Gabriel",11,2,"red",1,41,"male",0
7,"Virginia",10,5,"purple",3,50,"female",1
13,"Joseph",10,2,"red",1,49,"male",0
12,"Antonia",10,2,"red",2,47,"female",0
13,"Charles",11,2,"red",3,48,"male",0
10,"Debra",10,2,"brown",3,42,"female",0
8,"Jewel",10,3,"blue",4,47,"female",1
9,"Francis",9,4,"grey",6,43,"male",1
10,"Dennis",10,5,"blue",2,45,"male",1
10,"Leslie",9,4,"red",3,49,"female",1
10,"Hilma",10,2,"red",1,40,"female",0
12,"Joel",11,2,"red",1,46,"male",0
14,"Georgia",11,2,"red",4,41,"female",0
9,"Warren",11,5,"grey",3,53,"male",1
10,"Debra",9,3,"blue",2,43,"female",1
9,"Eric",9,4,"white",2,42,"male",1
13,"Millie",11,2,"black",1,45,"female",0
11,"Florence",8,5,"white",0,52,"female",1
7,"Ira",9,4,"blue",7,45,"male",1
7,"Bruce",11,5,"blue",6,54,"male",1
10,"Sylvia",10,2,"black",5,45,"female",0
8,"Paul",11,4,"brown",3,42,"male",1
8,"Rochelle",8,4,"grey",2,53,"female",1
14,"Walter",11,2,"black",2,45,"male",0
11,"Jose",11,5,"white",5,52,"male",1
11,"Barbara",11,2,"red",6,48,"female",0
10,"Susan",10,2,"brown",7,43,"female",0
10,"Curtis",11,2,"black",4,53,"male",0
13,"Sara",10,2,"black",0,47,"female",0
12,"Joseph",11,2,"red",1,44,"male",0
10,"Diane",10,2,"black",2,52,"female",0
14,"Wanda",11,2,"brown",1,47,"female",0
11,"William",11,5,"green",5,43,"male",1
11,"Shela",8,3,"grey",5,42,"female",1
11,"Theresa",8,5,"grey",7,51,"female",1
10,"Kelly",10,2,"brown",4,40,"female",0
10,"Howard",11,2,"black",0,53,"male",0
13,"Keitha",11,2,"black",4,40,"female",0
10,"Christine",10,5,"purple",2,49,"female",1
12,"Leslie",11,2,"red",2,46,"female",0
14,"Rachael",11,2,"red",1,43,"female",0
14,"Valentina",10,2,"red",2,48,"female",0
12,"Ralph",10,2,"brown",7,53,"male",0
10,"Martha",11,4,"green",4,50,"female",1
10,"Sam",11,5,"green",6,51,"male",1
10,"Brian",10,2,"brown",0,45,"male",0
11,"Michelle",10,5,"white",2,42,"female",1
10,"Shawn",10,2,"brown",7,44,"male",0
10,"Bonnie",10,2,"brown",6,41,"female",0
12,"Antony",11,2,"black",5,53,"male",0
11,"Trena",11,2,"brown",7,51,"female",0
10,"Brett",9,5,"brown",0,51,"male",1
7,"Vera",10,5,"green",4,52,"female",1
10,"Linda",10,2,"black",6,45,"female",0
7,"Herman",10,4,"blue",3,44,"male",1
10,"Timothy",10,2,"brown",7,42,"male",0
10,"Elsa",10,2,"black",7,53,"female",0
12,"Kellie",11,2,"black",7,52,"female",0
12,"David",10,2,"red",3,48,"male",0
8,"Esther",10,4,"purple",5,49,"female",1
12,"Rhonda",11,2,"black",6,42,"female",0
13,"Dale",10,2,"red",1,53,"male",0
10,"Timothy",11,2,"red",7,47,"male",0
11,"Carl",11,2,"red",2,49,"male",0
8,"Deborah",11,4,"blue",5,54,"female",1
14,"Michelle",10,2,"black",0,50,"female",0
7,"William",8,4,"white",7,49,"male",1
8,"Margarita",11,5,"green",5,45,"female",1
8,"Harriett",8,3,"red",4,54,"female",1
10,"Joseph",8,5,"red",7,45,"male",1
11,"John",8,4,"grey",6,45,"male",1
14,"Mary",10,2,"brown",5,51,"female",0
8,"Eduardo",9,4,"grey",1,53,"male",1
10,"Linda",11,2,"black",3,52,"female",0
7,"Harold",9,4,"brown",4,49,"male",1
7,"Elizabeth",8,4,"white",7,42,"female",1
13,"Charles",10,2,"black",7,50,"male",0
11,"Jerome",11,2,"red",4,45,"male",0
10,"Jennifer",11,2,"black",0,51,"female",0
7,"Michael",8,5,"grey",7,51,"male",1
11,"Kathy",10,2,"brown",0,41,"female",0
11,"Curtis",11,5,"grey",0,46,"male",1
9,"Benjamin",9,4,"purple",5,43,"male",1
8,"Virginia",10,4,"red",6,43,"female",1
11,"Catrina",11,2,"brown",5,43,"female",0
7,"Mary",9,3,"green",2,49,"female",1
11,"Phil",9,4,"red",1,49,"male",1
10,"Leroy",11,2,"brown",1,40,"male",0
10,"Virginia",11,2,"red",6,54,"female",0
7,"Jon",11,3,"white",7,51,"male",1
7,"Larry",8,5,"red",1,49,"male",1
12,"Carl",10,2,"brown",2,40,"male",0
13,"Verna",10,2,"red",5,51,"female",0
11,"Donald",10,2,"brown",0,46,"male",0
11,"Albert",10,4,"white",7,46,"male",1
13,"James",11,2,"black",6,44,"male",0
8,"Andrew",10,3,"brown",1,49,"male",1
10,"Natasha",10,2,"black",2,43,"female",0
14,"Robert",10,2,"brown",3,42,"male",0
11,"Sarah",11,2,"brown",1,52,"female",0
14,"Carol",10,2,"red",6,54,"female",0
12,"Gregory",10,2,"black",2,45,"male",0
10,"Donnie",11,4,"red",2,49,"male",1
9,"Israel",11,5,"blue",7,41,"male",1
8,"Devora",10,5,"red",4,40,"female",1
13,"Kristina",10,2,"black",0,45,"female",0
7,"Richard",11,3,"white",1,46,"male",1
13,"Brenda",11,2,"red",0,43,"female",0
10,"Lucien",11,2,"red",4,40,"male",0
9,"Howard",11,5,"blue",3,48,"male",1
7,"Shirley",9,3,"brown",4,47,"female",1
13,"Jane",11,2,"black",7,44,"female",0
11,"Brian",11,3,"red",7,47,"male",1
11,"Maritza",9,5,"brown",3,52,"female",1
11,"Linda",11,4,"blue",7,51,"female",1
10,"Omer",8,5,"white",2,54,"male",1
10,"Mark",11,5,"purple",4,43,"male",1
14,"Ashli",11,2,"black",7,42,"female",0
10,"Morgan",9,5,"purple",1,45,"male",1
9,"Karen",10,3,"brown",6,53,"female",1
8,"Paul",10,3,"white",0,40,"male",1
10,"Kathie",11,2,"red",0,53,"female",0
8,"Catherine",10,4,"blue",1,47,"female",1
13,"Christopher",11,2,"brown",2,42,"male",0
14,"Michael",10,2,"black",7,46,"male",0
7,"Rosalie",8,3,"green",2,40,"female",1
11,"Ruben",11,5,"brown",7,54,"male",1
10,"Mike",11,4,"grey",5,47,"male",1
7,"Rodolfo",9,4,"grey",1,43,"male",1
7,"Floyd",8,3,"purple",6,45,"male",1
10,"Shirley",11,2,"red",2,51,"female",0
14,"June",11,2,"black",7,50,"female",0
10,"Richard",11,2,"brown",1,41,"male",0
8,"Jarod",9,5,"white",7,48,"male",1
8,"Nicholas",9,5,"blue",1,47,"male",1
9,"Anna",9,5,"red",1,53,"female",1
14,"Carol",11,2,"brown",7,54,"female",0
13,"Chin",11,2,"black",7,54,"female",0
14,"Sylvia",10,2,"black",1,54,"female",0
8,"Richard",10,3,"red",6,41,"male",1
14,"Sara",10,2,"black",1,47,"female",0
10,"Bryan",11,2,"red",3,50,"male",0
9,"John",11,4,"brown",6,45,"male",1
11,"Mae",11,2,"black",2,50,"female",0
10,"Edna",8,3,"red",3,42,"female",1
13,"Minnie",10,2,"red",6,45,"female",0
11,"Mary",10,5,"blue",1,44,"female",1
13,"Michael",11,2,"red",4,52,"male",0
14,"Margaret",10,2,"black",4,47,"female",0
10,"Maxie",11,4,"grey",2,49,"female",1
14,"Violet",10,2,"red",4,52,"female",0
10,"Vickie",9,3,"grey",1,48,"female",1
8,"Christopher",11,4,"blue",3,53,"male",1
10,"Karine",10,2,"brown",3,49,"female",0
12,"Francisco",11,2,"red",6,49,"male",0
13,"Joe",10,2,"red",3,47,"male",0
8,"Ernest",11,4,"brown",3,45,"male",1
7,"James",11,5,"white",2,41,"male",1
7,"Bobbie",8,5,"purple",1,50,"female",1
8,"Donald",11,3,"white",3,45,"male",1
13,"Steve",11,2,"black",4,44,"male",0
11,"Shirley",8,5,"brown",0,50,"female",1
9,"Melba",11,5,"white",3,54,"female",1
14,"Tia",10,2,"black",0,50,"female",0
10,"Marilyn",9,4,"red",1,42,"female",1
13,"Grant",10,2,"red",2,48,"male",0
13,"Paige",10,2,"black",4,45,"female",0
10,"Bertha",11,4,"brown",4,47,"female",1
11,"Malinda",8,3,"brown",1,54,"female",1
10,"Sharon",10,2,"red",2,44,"female",0
12,"David",10,2,"black",2,45,"male",0
10,"Robert",10,4,"white",4,48,"male",1
9,"Gary",10,5,"grey",0,50,"male",1
11,"Dorothy",10,4,"purple",7,47,"female",1
7,"Patricia",10,5,"red",0,54,"female",1
14,"Dora",11,2,"brown",1,48,"female",0
7,"Joshua",9,3,"red",7,41,"male",1
11,"Marlon",11,5,"purple",0,42,"male",1
10,"Randall",10,3,"green",6,53,"male",1
12,"Heidi",11,2,"brown",1,51,"female",0
10,"James",10,2,"black",0,50,"male",0
9,"Jim",11,4,"red",2,54,"male",1
14,"Peter",10,2,"black",2,45,"male",0
9,"Nicholas",9,3,"white",1,47,"male",1
13,"Amie",11,2,"black",2,41,"female",0
11,"Judith",8,3,"purple",4,48,"female",1
14,"Andrea",10,2,"brown",3,40,"female",0
11,"Derick",11,2,"red",3,42,"male",0
7,"Jason",8,3,"white",4,40,"male",1
10,"Sandra",10,2,"red",2,40,"female",0
8,"Emily",8,3,"green",7,41,"female",1
10,"Kimberly",11,2,"brown",7,54,"female",0
9,"Morgan",8,5,"blue",4,49,"male",1
10,"Samuel",11,3,"red",6,48,"male",1
7,"Cathy",10,5,"purple",4,48,"female",1
10,"Marie",10,2,"red",6,47,"female",0
9,"Bonita",11,5,"blue",0,40,"female",1
10,"Perla",9,4,"white",4,41,"female",1
8,"Esther",9,5,"blue",4,52,"female",1
9,"Marie",10,4,"purple",2,47,"female",1
10,"Andrew",8,4,"grey",1,46,"male",1
11,"Laura",8,5,"grey",6,53,"female",1
14,"Carrie",10,2,"brown",6,52,"female",0
10,"Wesley",10,2,"black",6,41,"male",0
12,"Mary",10,2,"red",0,49,"female",0
12,"Wesley",10,2,"red",2,43,"male",0
10,"James",11,2,"red",1,41,"male",0
13,"Deborah",11,2,"red",4,54,"female",0
13,"Pamela",11,2,"red",1,54,"female",0
8,"Elizabeth",8,3,"purple",7,42,"female",1
11,"David",11,2,"black",7,48,"male",0
7,"Doris",9,5,"green",1,54,"female",1
10,"Susan",11,4,"red",2,43,"female",1
14,"Ronald",11,2,"red",2,53,"male",0
9,"John",9,3,"red",0,40,"male",1
10,"Gordon",8,4,"green",0,43,"male",1
11,"Vanda",11,2,"red",0,52,"female",0
12,"Joshua",11,2,"red",1,42,"male",0
12,"Patrick",11,2,"black",6,42,"male",0
9,"Paul",10,5,"brown",6,50,"male",1
8,"Lillie",9,5,"green",4,53,"female",1
9,"Donald",11,3,"blue",7,43,"male",1
11,"Teresa",11,3,"green",1,42,"female",1
13,"Inez",11,2,"red",5,47,"female",0
14,"Raymond",11,2,"red",1,44,"male",0
14,"Joel",10,2,"red",1,44,"male",0
10,"Roger",11,2,"brown",3,42,"male",0
7,"Shari",11,3,"brown",6,50,"female",1
11,"Lori",11,2,"brown",4,41,"female",0
10,"Ruby",11,3,"white",1,49,"female",1
9,"Virginia",11,5,"grey",7,50,"female",1
11,"Robert",9,5,"grey",2,50,"male",1
11,"Douglas",11,2,"red",0,52,"male",0
11,"Dora",11,2,"brown",2,51,"female",0
10,"John",11,2,"brown",7,50,"male",0
10,"Clarence",11,2,"brown",2,46,"male",0
13,"Fernando",10,2,"black",0,45,"male",0
8,"Lavinia",8,3,"red",1,52,"female",1
10,"Paul",9,3,"green",1,46,"male",1
7,"Leona",10,3,"brown",1,45,"female",1
14,"Marcus",11,2,"red",2,40,"male",0
12,"Jacqueline",10,2,"black",6,53,"female",0
14,"Melissa",11,2,"brown",7,40,"female",0
10,"Dorothy",11,4,"red",5,53,"female",1
13,"Teri",11,2,"red",0,45,"female",0
8,"Mary",8,5,"grey",7,53,"female",1
10,"Dorothy",9,5,"green",1,54,"female",1
11,"Gina",10,2,"black",0,40,"female",0
10,"Luisa",11,2,"brown",7,46,"female",0
8,"Angela",11,5,"brown",3,41,"female",1
10,"Barbara",11,2,"red",4,49,"female",0
12,"Alphonso",10,2,"red",4,48,"male",0
13,"Viola",11,2,"black",0,52,"female",0
13,"Josephine",10,2,"red",0,45,"female",0
10,"Daniella",10,4,"green",3,49,"female",1
12,"Ashley",11,2,"red",5,41,"female",0
11,"Joanne",11,2,"red",5,52,"female",0
10,"Deborah",11,5,"blue",0,53,"female",1
9,"Evelyn",10,3,"green",3,47,"female",1
12,"Rosa",11,2,"red",6,54,"female",0
9,"Kimberely",11,3,"green",4,53,"female",1
9,"Robert",10,3,"red",4,49,"male",1
10,"Jennie",9,3,"purple",6,51,"female",1
9,"Mary",11,3,"purple",0,41,"female",1
7,"Roy",10,3,"white",2,41,"male",1
7,"Lula",10,4,"green",6,53,"female",1
10,"Lawrence",11,2,"red",0,54,"male",0
11,"Rosanna",8,3,"brown",7,41,"female",1
8,"Mary",10,3,"blue",6,48,"female",1
10,"Cathy",9,4,"blue",7,54,"female",1
14,"Natasha",11,2,"brown",7,54,"female",0
11,"Sarah",11,2,"red",0,43,"female",0
11,"Todd",10,2,"black",7,42,"male",0
7,"Kendall",9,3,"white",4,41,"male",1
10,"Matthew",11,2,"red",5,48,"male",0
10,"Jason",10,5,"blue",3,54,"male",1
8,"William",10,4,"purple",5,50,"male",1
7,"Ruth",8,3,"blue",0,50,"female",1
14,"Donna",11,2,"brown",7,45,"female",0
7,"Melissa",11,5,"purple",6,51,"female",1
12,"Heath",11,2,"black",3,41,"male",0
8,"Robbie",8,3,"brown",4,42,"female",1
14,"Ricardo",11,2,"brown",2,42,"male",0
10,"Chris",10,2,"black",3,41,"male",0
10,"Sherrie",11,2,"red",4,49,"female",0
9,"Teresa",8,3,"white",2,40,"female",1
10,"Marcia",11,2,"black",0,40,"female",0
10,"Danny",11,2,"brown",3,40,"male",0
10,"Alfreda",11,5,"white",1,43,"female",1
10,"Jeffery",10,2,"red",4,50,"male",0
7,"Lisa",8,3,"red",0,48,"female",1
11,"Mary",11,2,"brown",2,45,"female",0
12,"Tonya",11,2,"brown",4,47,"female",0
13,"Ashley",11,2,"black",4,48,"female",0
10,"Lynetta",10,2,"brown",0,51,"female",0
10,"Henry",10,5,"red",7,45,"male",1
13,"Barbara",10,2,"black",5,44,"female",0
14,"Jason",11,2,"brown",7,41,"male",0
11,"Shelley",11,2,"black",2,47,"female",0
10,"Alice",10,2,"red",0,47,"female",0
7,"Cecil",9,3,"brown",3,53,"male",1
13,"Hillary",11,2,"brown",2,47,"female",0
14,"Myrtle",10,2,"red",2,50,"female",0
